x-axis,1,2,4
second,Volt,Volt,Volt
+3.28000E-06,+156.25000000E-03,+16.03125000000E+00,+0.0E+00
+3.30000E-06,+0.0E+00,+16.03125000000E+00,-156.25000000E-03
+3.32000E-06,+0.0E+00,+16.18750000000E+00,-0.0E+00
+3.34000E-06,+0.0E+00,+16.18750000000E+00,+0.0E+00
+3.36000E-06,+156.25000000E-03,+16.50000000000E+00,+0.0E+00
+3.38000E-06,+156.25000000E-03,+16.50000000000E+00,+0.0E+00
+3.40000E-06,+156.25000000E-03,+16.50000000000E+00,-156.25000000E-03
+3.42000E-06,+156.25000000E-03,+16.50000000000E+00,-0.0E+00
+3.44000E-06,+0.0E+00,+16.65625000000E+00,+0.0E+00
+3.46000E-06,+156.25000000E-03,+16.50000000000E+00,-156.25000000E-03
+3.48000E-06,+156.25000000E-03,+16.81250000000E+00,-312.50000000E-03
+3.50000E-06,+156.25000000E-03,+16.65625000000E+00,-156.25000000E-03
+3.52000E-06,+156.25000000E-03,+16.81250000000E+00,-156.25000000E-03
+3.54000E-06,+156.25000000E-03,+16.81250000000E+00,-312.50000000E-03
+3.56000E-06,+156.25000000E-03,+16.96875000000E+00,-156.25000000E-03
+3.58000E-06,+0.0E+00,+16.96875000000E+00,-0.0E+00
+3.60000E-06,+312.50000000E-03,+16.96875000000E+00,-156.25000000E-03
+3.62000E-06,+156.25000000E-03,+16.96875000000E+00,-156.25000000E-03
+3.64000E-06,+156.25000000E-03,+16.96875000000E+00,-0.0E+00
+3.66000E-06,+156.25000000E-03,+16.96875000000E+00,+0.0E+00
+3.68000E-06,+156.25000000E-03,+16.96875000000E+00,-156.25000000E-03
+3.70000E-06,+156.25000000E-03,+16.96875000000E+00,-156.25000000E-03
+3.72000E-06,+0.0E+00,+17.12500000000E+00,-156.25000000E-03
+3.74000E-06,+0.0E+00,+16.96875000000E+00,-156.25000000E-03
+3.76000E-06,+0.0E+00,+16.96875000000E+00,-156.25000000E-03
+3.78000E-06,+156.25000000E-03,+17.12500000000E+00,-0.0E+00
+3.80000E-06,+0.0E+00,+17.12500000000E+00,-156.25000000E-03
+3.82000E-06,+0.0E+00,+16.96875000000E+00,-0.0E+00
+3.84000E-06,+0.0E+00,+17.12500000000E+00,-156.25000000E-03
+3.86000E-06,+0.0E+00,+17.12500000000E+00,-0.0E+00
+3.88000E-06,+0.0E+00,+17.12500000000E+00,-156.25000000E-03
+3.90000E-06,+156.25000000E-03,+17.12500000000E+00,-0.0E+00
+3.92000E-06,+156.25000000E-03,+17.28125000000E+00,-156.25000000E-03
+3.94000E-06,+0.0E+00,+17.12500000000E+00,-0.0E+00
+3.96000E-06,+156.25000000E-03,+17.12500000000E+00,+0.0E+00
+3.98000E-06,+0.0E+00,+17.12500000000E+00,+0.0E+00
